,name,ingredients,steps,loves,url,description,image
89,Tahu balado aku,"Tahu kuning 10 (potong dadu)--Minyak--Sasa--Royco--Gula--Garam--""Untuk pemakaian sasa n Royco sebaik nya jangan terlalu banyak.--Salam--Bumbu2 :--10 Cabe keriting--5 Cabe rawit--10 Bawang merah--4 Bawang putih--1 Tomat--",Goreng tahu--Halus kan semua bumbu...kemudian tumis sampai matang...masukan garam sasa gula dan salam--Kemudian masukan tahu..aduk sampai rata dan bumbu meresap--Setelah itu matikan kompor...jadi deh tahu balado nya--,1,/id/resep/4471964-tahu-balado-aku,,https://img-global.cpcdn.com/recipes/b03df4727301b4b1/680x482cq70/tahu-balado-aku-foto-resep-utama.jpg
90,Tongseng Sapi Empuk,500 gr daging sapi (potong kecil)--1 buah bawang bombai (iris tipis bentuk setengah lingkaran)--2 L air--3 sdm minyak untuk menumis--Bahan Blender:--10 siung bawang merah--5 siung bawang putih--5 cm jahe--1 sdt ketumbar--6 buah kemiri--1 sdt kunyit bubuk (atau 3cm kunyit segar)--Bahan Penyedap:--2 buah sereh--5 lembar daun jeruk--3 lembar daun salam--3 buah cabai rawit (tusuk bagian tengah atau iris)--1 sdt kaldu sapi bubuk--Secukupnya garam--Bahan Topping (per porsi):--3 lembar daun kobis (iris tipis)--1 buah tomat ukuran kecil (potong tebal)--3 lembar daun bawang (iris tebal memanjang--1 sdm kecap manis--Bawang goreng untuk taburan (opsional)--,"Di panci besar, panaskan minyak. Tumis bawang bombai hingga layu. Masukkan “bumbu blender”, tumis hingga kental.--Masukkan daging sapi. Tumis hingga daging setengah matang (daging berubah warna dari merah menjadi coklat).--Masukkan air dan “bumbu penyedap” (kecuali garam). Aduk rata. Biarkan mendidih. Setelah mendidih, tutup panci. Rebus hingga air menyusut menjadi setengah lebih.--Cicipi air kaldu. Jika kurang asin, tambahkan garam sesuai selera. Matikan api. Kaldu tongseng sudah jadi.--Jika akan menyajikan per porsi, panaskan wajan terpisah. Masukkan sekitar 1 centong daging dan 2 centong kuah. Panaskan hingga mendidih. Masukkan kubis. Aduk hingga kubis layu. Beri kecap manis. Aduk rata. Terakhir, matikan api, lalu masukkan irisan tomat dan daun bawang. Sajikan di piring cekung. Taburi dengan bawang goreng (opsional).--",1,/id/resep/4447804-tongseng-sapi-empuk,"Untuk tongseng yang enak, daging harus empuk namun sayuran harus masih renyah. Sehingga untuk porsi masak besar, sebaiknya dipisah antara pemasakan kaldu daging dan pemasakan sayuran. Porsi masak ini pas banget untuk pesta atau jualan kecil2an.",https://img-global.cpcdn.com/recipes/76338531bae6ae26/680x482cq70/tongseng-sapi-empuk-foto-resep-utama.jpg
91,Telur gulung korea/roll egg korean,Bahan :--5 butir telur--Wortel potong halus secukupnya--secukupnya Daun bawang--secukupnya Garam--secukupnya Merica--,"Cara membuat : campur dan aduk semua bahan ke dalam mangkuk, lalu panaskan frypan dan minyak secukupnya, tuang adonan sedikit demi sedikit dan gulung,hingga adonan habis--",7,/id/resep/4468433-telur-gulung-korearoll-egg-korean,"penikmat k.drama pasti tidak asing lagi dengan telur gulung ala korea bukan, karena penasaran dengan rasa saya mencoba mempraktekkan nya di rumah, dan silahkan mencoba...",https://img-global.cpcdn.com/recipes/85b33c21e41ffeee/680x482cq70/telur-gulung-koreakorean-roll-egg-foto-resep-utama.jpg
92,Udang Lombok Merah,"1/4 kg udang, buang bagian kepalanya--7 buah cabe merah besar--4 siung bawang putih--1 sdm garam (sesuai selera)--Minyak untuk menumis--50 ml air--","Bersihkan udang, buang bagian kepalanya saja.--Haluskan:cabe merah besar, bawang putih dan garam--Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.--Masukkan udang hingga matang.--Sajikan bersama nasi hangat.--",5,/id/resep/4443394-udang-lombok-merah,"Masak udang dengan bumbu yang simpel aja, yuk. Pedas tapi sedap, teman-teman. Yummy banget buat makan bersama nasi hangat.",https://img-global.cpcdn.com/recipes/f043636ad4c85be6/680x482cq70/udang-lombok-merah-foto-resep-utama.jpg
93,Tumis kambing kecap,"1/4 Daging kambing (Sy masak buat 1 x makan aja)--iris Bawang putih--iris Bawang merah--iris Daun bawang--iris Cabe rawit--Daun jeruk--Asam--Micin, royko, garam, gula, ketumbar bubuk--Kecap--","Tumis bumbu yg di iris smua nya, masukan daging oseng2 sebentar lalu masukan kecap, ketumbar bubuk, micin, royko, garam tambah air sedikit, ungkep sampai air menyusut..--Selamat mencoba buntik----",3,/id/resep/4022149-tumis-kambing-kecap,Bumbu sederhana tp rasa nya maknyos,https://img-global.cpcdn.com/recipes/ef2ce9656a26a5a4/680x482cq70/tumis-kambing-kecap-foto-resep-utama.jpg
94,Pindang ayam jadul,1/2 kg ayam--5 btr bawang merah iris halus--10 buah cabe rawit iris halus--2 cm jahe iris halus--1 cm lengkuas iris halus--1/2 sdt kunyit halus--1 sdt asam jawa--1 sdt terasi bangka panggang--1 bh tomat potong 4--Secukupnya daun kemangi (me:gak ada)--,"Tumis semua bumbu kecuali tomat dengan 2 sdm minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis--Selamat mencoba
Semoga bermanfaat untuk semua--",0,/id/resep/4472100-pindang-ayam-jadul,"230218 sudah sering bikin baru sempat upload, ni resep demenan misua, kalau sudah ada menu ini ,menu yg lain gak diliat hhh ",https://img-global.cpcdn.com/recipes/83b9e9dd1eb0fbfb/680x482cq70/pindang-ayam-jadul-foto-resep-utama.jpg
95,Orak arik telur buncis,1 buah telur--10 buncis--3 bawang merah--2 bawang putih--6 cabe rawit--1 sdm kecap manis--Penyedap (garam gula atau penyedap lainnya)--,"Haluskan bawang merah, bawang putih dan cabai--Iris buncis sesuai selera--Tumis bumbu halus hingga harum--Masukan buncis hingga agak layu--Masukan penyedap--Masukan telur, lalu campur dengan buncis di orak arik hingga rata.. tunggu sebentar lalu di orak arik lagi.. supaya matangnya sempurna 👌(biar ga amis)--Masukan kecap manis--Masukan air sedikit biarkan menyusut dan meresap--Koreksi rasa--Jadi deh.. selamat menikmati 😇--",1,/id/resep/4474114-orak-arik-telur-buncis,"Kalo di jogja sering ke burjo, salah satu menu yg saya pesan adalah nasi orak arik , ga semua burjo bikin orak ariknya enak, kadang masih amis 😢 , jadi... coba deh buat sendiri ala burjo, lebih spicy dan lebih sesuai keinginan. Hahahaha",https://img-global.cpcdn.com/recipes/cccece9f4e38e39c/680x482cq70/orak-arik-telur-buncis-foto-resep-utama.jpg
96,Udang Saus Tiram,1/2 kg udang--1 buah wortel (dipotong sesuai selera)--bumbu saus :--1 buah tomat (potong sesuai selera)--1 cabai merah besar(buang biji dan potong*)--3 cabai rawit diiris--5 siung bawang putih dicincang--5 siung bawah merah diiris--2 sdm saus cabai--1 sdm saori saus tiram--daun bawang--secukupnya garam--1 sdm tepung meizena (larutkan dengan 2 sdm air panas)--margarin untuk menumis--air--,"Bersihkan udang dan pisahkan dari cangkangnya--Siapkan penggorengan lalu tumis bawang merah,bawang putih,cabai rawit,cabai merah,tomat dengan margarin sampai harum--Masukan wortel dan udang,beri setengah gelas air dan masak hingga udang berubah warna--Beri saus cabai dan saus tiram lalu tuangkan tepung meizena yg sudah di larutkan.--Setelah matang taburi daun bawang dan koreksi rasa.--",0,/id/resep/4468411-udang-saus-tiram,mumpung ada udang dan bahan* seadanya di dapur jadi bikin udang saus tiram.,https://img-global.cpcdn.com/recipes/13b923b77aded817/680x482cq70/udang-saus-tiram-foto-resep-utama.jpg
97,Nasi goreng kari kambing,250 gr daging kambing potong kecil-kecil--2 porsi nasi--5 siung bawang merah--3 siung bawang putih--sesuai selera Cabe rawit--1 btg wortel kecil potong dadu--1 batang daun bawang--1 sdm bubuk kari--1/2 sdt merica bubuk--1 pucuk sdt pala bubuk--secukupnya Kecap manis--secukupnya Garam--Minyak goreng--,"Iris tipis bawang merah putih, cabe rawit--Tumis bumbu iris, masukkan wortel, lalu daging kambing sampai daging berubah warna--Masukkan nasi, aduk rata..--Tambahkan garam, merica, lada.. Aduk rata.--Tambah kecap manis, aduk rata.--Koreksi rata--Terakhir masukkan irisan daun bawang aduk rata..sampai daun agak layu--Siap di hidangkan!!--",1,/id/resep/4224045-nasi-goreng-kari-kambing,,
98,Udang asam manis,1/2 kg udang jerbung--5 siung bawang putih--Secukupnya saos tomat--Secukupnya saos cabai--1 sdm tepung maizena larutkan dg air--2 sdm Margarin--Gula garam dan penyedap--Secukupnya minyak goreng--1/2 Bks Saori--3 lbr daun salam--5 lbr daun jeruk--1 ruas jahe--1 buah jeruk nipis--,"Cuci udang sampai bersih buang bagian kepala udangnya,. Belah punggung udang (biar bisa mekar pas di tumis) lalu kasih air jeruk nipis diamkan 10 menit lalu bilas dgn air bersih--Cincang bawang putih,geprek jahe panaskan margarin campur sedikit minyak goreng lalu tumis bawang putih dan jahe sampai harum setelah harum masukan daun salam dan daun jeruk di barengi udang,..aduk sampai udang berubah warna kasih sedikit air--Masukan garam penyedap Saori dan saos tomat dan saos cabe gula diamkan sampai air hampir hbis setelah hbis larutkan 1 sendok tepung maizena lalu siramkan ke tumisan udang--Test rasa KL sekiranya udh cukup rasanya udang asem manis siap di sajikan beserta nasi hangat--",2,/id/resep/4472415-udang-asam-manis,"Ceritanya lagi ngidam pngen mkan udang di seafood pinggir jalan,..tp di pkir2 Krn harganya lumayan KL buat kantong aku,.jadi mending bikin sendiri dan rasanya pun gk kalah koq 😂😂😂",https://img-global.cpcdn.com/recipes/8a852130a8bf570b/680x482cq70/udang-asam-manis-foto-resep-utama.jpg
99,Daun Singkong Pepes Udang Tahu #praktis,"★ bumbu halus--7 siung bawang merah--5 siung bawang putih--5 cabe merah--4 cabe rawit--1 ruas jahe--1 ruas kencur--1 ruas laos--Secukupnya gula, garam, lada--★ bahan isi--60 gr daun singkong, rebus--2 kotak tahu putih, lumat--30 gr udang kecil2--2 sdt teri nasi--1 butir telor--1 batang serai, iris2--2 lembar daun jeruk, iris2--Secukupnya garam dan kaldu bubuk--Daun pisang--","Panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. Sisihkan.--Daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.--Panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.--Campur semua bahan jadi satu dan aduk rata. Jangan didiamkan trlalu lama karna bila telor sudah dimasukkan dan didiamkan terlalu lama akan berair--Sebelum membungkus, panaskan kukusan yg telah diberi air. Lalu Ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. Besar kecilnya ukuran pepes tergantung selera. Lalu kukus kurleb 10-30 menit (tergantung ukuran tiap bungkus) atau sampai matang--Setelah dikukus, bakar diatas api kompor dan pepes siap disajikan.--",6,/id/resep/4469454-daun-singkong-pepes-udang-tahu-praktis,"Punya sisa daun singkong dan bosen klo di tumis mulu, cari inspirasi dari cookpad juga dan jadilah resep ini.
© original recipe created by me
Happy cooking food lovers 💞",https://img-global.cpcdn.com/recipes/533f01cda8210029/680x482cq70/daun-singkong-pepes-udang-tahu-praktis-resepnusantara-foto-resep-utama.jpg
100,Ayam Asam Manis Rumahan citarasa Resto,"Bahan--250 gram dada ayam, potong dadu--1 buah paprika merah/hijau--Sedikit nanas, potong dadu--1 bawang bombay--2 siung bawang putih, geprek--1 sdm minyak bawang utk menumis--Air dan tepung sagu, perbandingan 2:1--Saos asam manis:--4 sdm saos tomat--1 sdm saos sambal--1/2 sdt saos lea perrins--3 sdm gula pasir--1 sdt kaldu ayam--secukupnya garam--3 sdm kecap Inggris--1 sdt minyak wijen--1 sdm maggie seasoning--1 sdm saos raja rasa--Bumbu marinasi ayam:--1 sdt gula pasir--1 sdt garam--1 sdt kaldu ayam--1/2 sdt merica--","Marinasi ayam dengan bumbu marinasi, diamkan selama 10 menit--Tumis bawang bombay, bawang putih, paprika--Masukkan daging ayam yg telah dimarinasi--Masukkan saos asam manis--Masukkan campuran air dan tepung sagu--Aduk hingga mengental--Test rasa, tambahkan garam dan gula sesuai selera--",6,/id/resep/4471418-ayam-asam-manis-rumahan-citarasa-resto,"Hmm resep ini aku dapet dari chef guru ku. Sebenernya ada 2 macem asam manisnya, ini aku pilih yg simple, cocok utk Ibu2 rumah tangga ataupun ibu pekerja yg ga punya waktu banyak buat masak. Masakan rumahan dengan citarasa restoran? Why not!
Selamat mencoba 😊",https://img-global.cpcdn.com/recipes/1d7b9b4afff9243b/680x482cq70/ayam-asam-manis-rumahan-citarasa-resto-foto-resep-utama.jpg
101,Sayur Sutace (sop tahu ceker),1/2 kg ceker ayam--4 buah wortel ukuran sedang--6 buah wortel--sesuai selera Kol--sesuai selera Daun bawang--sesuai selera Seledri--4 buah tahu kuning--Garam--Gula putih--Penyedap rasa (ma**ko)--Lada bubuk--Jeruk nipis--2 siung Bawang Putih--2 siung Bawang merah--,"Bersihkan ceker, lau rebut selama 3-4 menit pakai jeruk nipis biar gk terlalu bau--Tiriskan ceker--Potong2 tahu, lalu goreng set mateng, tiriskan--Potong2 sayurr, cuci hingga bersihh.--Haluskan bawang merah dan bawang putih.--Panaskan sedikit minyak masukan bawang yg sudah di haluskan, oseng2 hingga tercium wangi--Masukan sayurr, tampahkan air, garam, gula putih dan penyedap rasa secukupnya.--Tunggu hingga sayur hampir matang, masukan ceker, dan tahu.--Tutup wajan hingga kaldu meresap kedalam ceker dan tahu.--Setelah matang, tuang ke mangkok, siap di santappp 😊😊--",5,/id/resep/4473647-sayur-sutace-sop-tahu-ceker,"Ngerasa laper,  pngen sayur sop tpi pngen cepet jugaa ya udhh dengan bahan seadanyaa. ",https://img-global.cpcdn.com/recipes/243902d56587e631/680x482cq70/sayur-sutace-sop-tahu-ceker-foto-resep-utama.jpg
102,Udang Saus Asam Manis 🍤,1/2 Kg Udang uk besar--4 butir bawang putih geprek cincang--1 buah Bawang Bombay iris halus--2 batang daun bawang iris--3 sdm Saus Tomat merk delmonte--2 sdm Saus Tiram--1 sdt lada bubuk--secukupnya garam dan gula pasir--secukupnya air--,"Bersihkan Udang, cuci bersih lalu buang kepala dan cangkang badannya. Setelah itu, belah bagian punggungnya buang kotorannya. Beri garam dan jeruk nipis. Lalu goreng udang di minyak panas sebentar saja, hingga berubah warna kemerahan. Angkat dan tiriskan.--Siapkan wajan, panaskan minyak. Tumis bawang putih cincang dan irisan bawang bombay hingga layu dan harum. Setelah itu masukkan saus tomat, saus tiram, lada bubuk, garam dan gula pasir aduk rata. Tuangkan air secukupnya aduk2.. lalu koreksi rasa.--Bila rasa sudah pas, masukkan udang yg sdh digoreng tadi, aduk rata. Biarkan hingga bumbu meresap. Terakhir masukkan irisan daun bawang aduk rata. Masak sebentar saja,--Angkat dan siap disajikan 👍 enakk beut😊--",57,/id/resep/4469316-udang-saus-asam-manis-%F0%9F%8D%A4,"by : Mak Gege
aloo cookpad dah 3bulan😭 ga nulis di Cookpad rindu bgt😍. makasih yah buat temen2 yg udah recook resepnya Mak Gege mav kan ga bisa bls satu persatu.. thxyou bgt Mak Gege happy klo temen2 happy bisa recook resep masakan untuk hidangan org tercinta😘😌.. Happy Cooking mom's 😚 salam emak2 berdaster 😎",https://img-global.cpcdn.com/recipes/778efaf111d8c18c/680x482cq70/udang-saus-asam-manis-foto-resep-utama.jpg
103,Sayur tahu jengkol,10 buah tahu kuning--1/4 jengkol--2 bungkus Santan kara--Garam--Kaldu bubuk--Gula putih--Daun salam--Bumbu halus :--6 siung bawang merah--5 siung bawang putih--8 buah cabe merah besar--5 butir kemiri--,"Bersihkan jengkol dan rebus sampai empuk. Jika sudah dingin geprek jengkol agar bumbu meresap.--Potong tahu bentuk segitiga dan goreng sampai matang. Klo saya cenderung agak kering kecoklatan.--Tumis bumbu halus sampai wangi dan matang. Masukan daun salam, tahu dan jengkol lalu beri air. Biarkan sampai mendidih!!!--Berikan santan kara dan garam, kaldu bubuk serta gula putih. Biarkan kuah agak menyusut agar bumbu meresap. Jangan lupa aduk aduk kuah agar santan tidak pecah. Terakhir tes rasa!!! Selamat mencoba.--",0,/id/resep/4472978-sayur-tahu-jengkol,,https://img-global.cpcdn.com/recipes/3b45c5cf21cdece0/680x482cq70/sayur-tahu-jengkol-foto-resep-utama.jpg
104,Beef Teriyaki,"250 gr daging sapi--1 siung bawang bombai--5 siung bawang putih--1 sachet saus teriyaki (sy pk yg saor*, bsa diganti saus tiram)--1 sdm kecap manis--secukupnya garam--secukupnya lada--secukupnya gula--secukupnya penyedap rasa--","Potong kecil-kecil memanjang daging sapi, lalu cuci bersih--Tambahkan garam dan lada diamkan selama kurleb 15 menit--Iris bawang bombai dan bawang putih--Tumis bawang bombai dan bawang putih, setelah harum masukkan daging--Tumis daging sebentar lalu tambahkan saus teriyaki, kecap manis, garam, lada, gula dan penyedap rasa, beri air sedikit--Tutup wajannya agar panasnya merata--Tunggu sampai daging matang, lalu garnish sesuai selera--Beef teriyaki siap untuk disantap--",0,/id/resep/4473529-beef-teriyaki,,https://img-global.cpcdn.com/recipes/eaf2547d6ef62b5a/680x482cq70/beef-teriyaki-foto-resep-utama.jpg
105,Otak Sapi Goreng Telur,"250 gram otak sapi mentah--3 lembar daun salam--1 ruas jahe, geprek--2 buah telur ayam--Sesuai selera garam, lada bubuk, kaldu bubuk--","Rebus otak sapi mentah dengan daun salam dan jahe geprek sampai mendidih dan matang. Buang airnya. Tiriskan. Lalu potong tipis-tipis.--Kocok lepas telur ayam dengan garam, lada bubuk, dan merica bubuk. Celupkan otak sapi satu persatu dan goreng dalam minyak panas.--Lalu ambil kembali otak yg sedang digoreng tadi dan celupkan ke kocokan telur dan goreng kembali. Saya lakukan ini sampai 3 kali celupan. Kata suami supaya telurnya tebal. Sajikan dengan nasi hangat.--",1,/id/resep/4469669-otak-sapi-goreng-telur,"Ternyata suami suka banget sama otak sapi. Padahal diri ini ga doyan otak sapi 😶
Eh setelah nyicip masakan ibu mertua, ternyata otak sapi enak juga ya 😋
Oh iya trik menggoreng otak sapi ini ternyata didapat ibu mertua dari suami saya! Hahaha
Padahal dia ga bisa masak, gimana ceritanya malah dia yg nemuin trik cara nggorengnya 😅😅",https://img-global.cpcdn.com/recipes/9e0e9b1c44f1f9a1/680x482cq70/otak-sapi-goreng-telur-foto-resep-utama.jpg
106,Tongseng Kambing (NO MSG),"0,5 Kg daging dan tulang kambing--2 sendok makan kecap manis (saya pake merk tawon)--1 ruas jahe (sangrai, geprek)--1 batang serai (geprek)--secukupnya daun salam dan daun jeruk--2 sendok kecap manis--0,5 liter santan cair--bumbu halus :--3 cabai rawit (sesuai selera)--2 butir kemiri (sangrai)--5 siung bawang putih--5 siung bawang merah--1 ruas kunyit (bakar)--1 sendok merica--1 sendok ketumbar--1 sendok gula pasir--","Rebus daging dan tulang kambing dengan 1 liter air sampai mendidih, sisihkan daging dan tulang lalu potong daging kecil-kecil.--Haluskan bumbu lalu tumis bumbu halus, serai, dan jahe sampai wangi.--Masukkan daging yang sudah di potong aduk sampai rata.--Tambahkan kecap (jangan langsung diaduk biarkan 5 detik). lalu aduk terus sampai 1 menit.--Tambahkan kaldu, tunggu sampai mendidih, lalu masukkan santan, garam secukupnya, biarkan sampai mendidih.--",5,/id/resep/4007991-tongseng-kambing-no-msg,,https://img-global.cpcdn.com/recipes/f2bfde68e72cac87/680x482cq70/tongseng-kambing-no-msg-foto-resep-utama.jpg
107,Sapo Tahu No Seafood,"2 pcs Egg Tofu (potong2 ketebalan sesuai selera)--2 bonggol Brokoli (sy uk.kecil2, siangi, potong perkuntum)--1 bonggol Bunga Kol (sy uk.sedang, potong perkuntum)--1 bonggol Sawi putih (sy uk.kecil, potong2)--1-2 btg Wortel (iris bulat/serong terserah)--Secukupnya Jamur Kancing (bisa pake jamur kuping, iris2 sesuai selera)--1 helai Daun bawang iris2--5 btr Bakso ayam iris2 (bisa pake bakso lain/seafood/daging ayam cincang)--1 siung Bawang Bombay uk.sedang (potong wedges)--5 siung Bawang putih geprek, cincang--° Bumbu :--1 sdm penuh Saus Tiram (sy Saori)--1/2 sdt Garam (menyesuaikan selera)--1/2 sdt Gula pasir (menyesuaikan selera)--1/4 sdt Royco ayam (boleh gapake)--1/4 sdt Lada bubuk--1 sdm Kecap manis Bango (kalo sy wajib/rutinitas hihihi)--Secukupnya Air Kaldu (sy pake kuah bakso hihi)--","Goreng garing/sampai berkulit si tofu yaa. Sisihkan dulu.--Siapkan semua bahan. Sayuran dicuci semua. Bumbu2 juga dipersiapkan yaa. Kalo sy, wortel-brokoli-bunga kol-jamur kancing sy blansir sbentar (rendam air panas bentar, lalu ke air dingin spya lebih cpt ngolahny, warna sayurnya juga segerr) Yuk memasak..--Panaskan margarin/minyak scukupny, tumis bawang putih dan bombay hingga layu dan harum--Masukkan sawi putih (ngga sy blansir), daun bwang, tumis bentar.--Masukkan jamur, aduk rata--Tuang sesuai selera bbrp sendok sayur air kaldu/sy kuah bakso. Kurleb sy 2-3 sendok sayur. Didihkan. Msukkan sisa sayuran.--Bumbui saus tiram, gula garam, lada, kecap, royco bila perlu. Sampai rasa pas. (Kalo sy sblumnya dah gurih kena kuah bakso, jd tinggal ngoreksi)--Masukkan bakso iris, aduk rata--Terakhir masukkan tofu. Aduk perlahan. Masak sampai cukup matang. Dah... Siap!--Sapo tahunya siap dilahaaapp... Makan sapo nih enaknya sambil nikmatin hawa sejuk hujan ya moms. Mantap, anget2 gurih gitu hihi. Selamat makan :)--",6,/id/resep/4472859-sapo-tahu-no-seafood,"Sedikit cerita td malam sy belanja sayur di market. Nyari brokoli nih, soalny dr kmarin2 di pasar deket rumah kosong trs. 
Kalo belanja sayur di market mesti kalap, awalnya pgn beli satu jenis malah ini itu kebeli. Hihi
Pas nglewatin barisan tofu, eh laah.. Mlengosss deh, nyomot 2 tofu sama jamur sebelahnya. 
Alhasil lgsung kpikiran, besok pagi bikin sapo tahu. 
Ini no udang, cumi, dkk ya moms. Karna org rumah ada yg gadoyan seafood. Sy ganti bakso. Sy beli bakso langganan seporsi. 
Iyaa, jadi nanti kuahnya bisa buat kaldu/kuahnya. 
Enakkk, kuah gurihh, perpaduan sayuran yg endess hahaha. 
Sukaaak bgt sama olahan tofu satu ini. Pecinta sapo, boleh yuk dicoba :)",https://img-global.cpcdn.com/recipes/17a8c8f848abc9dd/680x482cq70/sapo-tahu-foto-resep-utama.jpg
108,Tumis Broccoli Tahu Jepang dengan Saus Tiram,"1 bonggol Brokoli ukuran besar (potong dan cuci)--3 pcs Tahu Jepang (potong ketebalan 1.5 cm)--2 pcs Jamur King Oyster (iris tebal)--5 pcs Bakso Seafood (optional)--5 siung Bawang Putih (cincang)--1 ruas Jahe (kupas dan iris halus)--Garam, lada, gula / vetsin untuk memperkuat rasa--Oyster Sauce / Saus Tiram--Kecap Hitam--Tepung Maizena / Potato Starch (untuk pengental)--","Rebus brokoli selama 2-3 menit. Angkat dan sisihkan. Jangan terlalu lama merebut sayur, karena nanti sayurnya akan menjadi layu, dan vitaminnya akan terbuang.--Panaskan wajan, tunggu sampai minyak benar2 panas. Baru goreng tahu sampai warnanya kecoklatan. Angkat dan sisihkan.--Sisihkan di piring.--Panaskan wajan kembali. Tumis daging / bakso sampai ada gosong2nya sedikit. Ingat kata chef Gordon Ramsay ""No Color, No Flavour"". Hehehe..--Setelah itu masukkan bawang putih dan jahe. Tumis hingga harum.--Masukkan air (saya pakai 300 ml). Tambahkan garam, lada, gula / vetsin, kecap asin hitam, dan saus tiram.--Jika rasanya sudah pas. Tambahkan maizena / potato starch yg sudah dilarutkan dengan air. Aduk sampai konsistensinya kental. (Saya lebih suka memasak menggunakan Potato Starch. Karena saus menjadi tidsk mudah cair, dibandingkan dgn menggunakan maizena).--Setelah itu baru masukkan jamur. Tunggu sampai mendidih sebentar. Sampai jamur matang. Angkat.--Tuang saos diatas brokoli dan tahu jepang yg sudah disusun di piring. Sajikan.--",6,/id/resep/4472567-tumis-broccoli-tahu-jepang-dengan-saus-tiram,Brokoli adalah sayur yg cocok sekali dikonsumsi saat diet. Karena mengandung banyak serat dan tinggi protein. Dipadukan dengan tahu jepang. Dan kuah dr saus tiram yg sangat enak. Berikut ini adalah salah satu resep yg paling saya suka. Kalian bisa kreasikan kuah saur tiram ini dengan macam2 makanan juga loh. Selamat mencoba ya 😊,https://img-global.cpcdn.com/recipes/70a82f770e984e07/680x482cq70/tumis-broccoli-tahu-jepang-dengan-saus-tiram-foto-resep-utama.jpg
109,Bakso udang debm,500 gram udang--1 sdm tepung keto--1 butir putih telur--1 sdm minyak wijen (opsional)--3 biji bawang putih--Secukupnya garam--3 cube es batu--Secukupnya air es--,Campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus--Panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.--Angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek--Selamat mencoba--,7,/id/resep/4472434-bakso-udang-debm,"Bakso ini tekturnya kenya.enak bgt.udang bisa d ganti daging ikan,sapi atopun ayam ya.karna yg ada udang ya udah eksekusi aja.lumayan buat stok.praktis d bawa2 pas nemenin suami makan bakso.aku yinggal bawa bakso ini sama mi shirataki.kuahnya kuah bakso abang2.jd ttp bs diner berdua sm suami dong d tulang bakso.hehhe",https://img-global.cpcdn.com/recipes/2d01bd06fc8109bb/680x482cq70/bakso-udang-debm-foto-resep-utama.jpg
110,Tempe & Tahu Bacem,Tempe 1 papan potong 6--6 tahu putih--1/2 liter air--2 daun salam--5 sdm kecap manis--5 sdm gula merah sisir--Garam--Merica--Bumbu halus:--5 bawang merah--3 bawang putih--1/2 sdt ketumbar--secukupnya Minyak goreng--,"Panaskan panci/wajan di atas kompor, masukan bahan2 dan bumbu halus. Masak sampai bumbu meresap dan surut. Aduk perlahan.--Setelah bumbu meresap, angkat--Panaskan minyak goreng, goreng tempe & tahu bacem sampai kecoklatan--Angkat dan sajikan--",5,/id/resep/4469264-tempe-tahu-bacem,,https://img-global.cpcdn.com/recipes/5280cc19843527b8/680x482cq70/tempe-tahu-bacem-foto-resep-utama.jpg
111,Bledek kambing,1 paha depan kambing (kecil)--10 atau lebih bawang merah iris--3 bawang putih iris--2 cabe merah--2 cabe hijau--2 cabe rawit--(Cabe sesuai selera)--1 sereh--2 cm laos--1 daun salam--secukupnya Garam--1 santan kara 65ml--,"Potong2 daging lalu goreng sampai lumayan kering (masak kambing jangan dicuci ya)--Tumis bumbu lalu masukkan daging tambah air.--Setengah matang masukkan santan dan garam masak sampai empuk dan airnya nyemek2 (masi ada airnya sedikit) tes rasa,sajikan..--",4,/id/resep/3950158-bledek-kambing,dpt resep dr tante yg lg liburan disini langsung dicoba tp resep aslinya cabenya banyak banget ya ini dikurangi krn takut terlalu pedas.. ,https://img-global.cpcdn.com/recipes/ede217304b7a9f7a/680x482cq70/bledek-kambing-foto-resep-utama.jpg
